iter	MultiClass
1506	0.06199027397
1507	0.06194559046
1508	0.06189299919
1509	0.06183627876
1510	0.06176828436
1511	0.06172980231
1512	0.06165679725
1513	0.06157570916
1514	0.06153725289
1515	0.0615049723
1516	0.06144492175
1517	0.06139093863
1518	0.06135091524
1519	0.06131514472
1520	0.06127658535
1521	0.06124922778
1522	0.06119516734
1523	0.06113933357
1524	0.06108594327
1525	0.06103551194
1526	0.06097900803
1527	0.06092438053
1528	0.06090422965
1529	0.06084093145
1530	0.06080381548
1531	0.06076230745
1532	0.06072636166
1533	0.06070238062
1534	0.06064030931
1535	0.06058993468
1536	0.06053251834
1537	0.06047234406
1538	0.06040318463
1539	0.06034370113
1540	0.06028142878
1541	0.06024704495
1542	0.06019410314
1543	0.06017544205
1544	0.06012740264
1545	0.06011082933
1546	0.06006773356
1547	0.06001989519
1548	0.05994201866
1549	0.05987351392
1550	0.0598295985
1551	0.05979579204
1552	0.05976461978
1553	0.0597153277
1554	0.05965413274
1555	0.05962754842
1556	0.0595920305
1557	0.05953978977
1558	0.05946351644
1559	0.05940548149
1560	0.05934891056
1561	0.05930213413
1562	0.05928985493
1563	0.05924352182
1564	0.05920194677
1565	0.05913974143
1566	0.05907438639
1567	0.05904285843
1568	0.05901030979
1569	0.05896952346
1570	0.05890472
1571	0.05886751123
1572	0.05883959693
1573	0.0588095897
1574	0.05877509246
1575	0.0587425335
1576	0.05871706267
1577	0.05866087836
1578	0.05862086013
1579	0.05858935794
1580	0.05854991191
1581	0.05847632434
1582	0.05842560433
1583	0.05837406468
1584	0.05833014411
1585	0.05829351271
1586	0.05825020558
1587	0.05818840233
1588	0.05814499211
1589	0.05808388478
1590	0.0580148336
1591	0.05797297503
1592	0.05794401942
1593	0.05790036176
1594	0.05786252408
1595	0.05778445167
1596	0.05770198719
1597	0.05764301919
1598	0.05760500624
1599	0.05753857896
1600	0.05752007768
1601	0.05747937898
1602	0.0574159416
1603	0.05736575256
1604	0.05731014561
1605	0.05727538032
1606	0.05722946992
1607	0.05719167864
1608	0.05714609816
1609	0.05709670814
1610	0.05703349242
1611	0.05700329961
1612	0.05693368138
1613	0.05687170802
1614	0.05683811806
1615	0.05678440816
1616	0.05673175502
1617	0.05668628796
1618	0.05665740451
1619	0.05661459742
1620	0.05659015243
1621	0.05655034039
1622	0.05648103147
1623	0.05642222327
1624	0.05636888968
1625	0.05633251603
1626	0.05627197059
1627	0.05621272938
1628	0.05618733586
1629	0.05614864762
1630	0.05610268052
1631	0.05604620753
1632	0.05601395787
1633	0.05595332996
1634	0.05593088511
1635	0.05589682089
1636	0.05585696246
1637	0.05580837147
1638	0.05576005369
1639	0.05569933298
1640	0.0556472933
1641	0.05559803215
1642	0.0555203412
1643	0.05547040475
1644	0.05541735984
1645	0.0553485458
1646	0.05529954756
1647	0.05523254291
1648	0.05521124762
1649	0.05516794566
1650	0.05513078844
1651	0.0550996368
1652	0.05503641592
1653	0.05500108874
1654	0.05496727196
1655	0.05492838782
1656	0.05488610654
1657	0.05483331938
1658	0.05477147489
1659	0.05471440393
1660	0.05466430252
1661	0.05462315018
1662	0.05457825016
1663	0.05453496366
1664	0.05449207925
1665	0.05440491341
1666	0.05437327205
1667	0.0543019836
1668	0.05425798055
1669	0.05423929885
1670	0.05419353794
1671	0.05414193643
1672	0.05411571296
1673	0.05406287425
1674	0.05401758246
1675	0.05397107923
1676	0.05394647444
1677	0.05390554377
1678	0.05384617883
1679	0.05378989142
1680	0.05375931714
1681	0.05373880026
1682	0.05369358063
1683	0.05365165504
1684	0.05363014324
1685	0.05357365995
1686	0.05351559407
1687	0.05348934998
1688	0.05342509811
1689	0.05337824435
1690	0.05333960765
1691	0.05329666138
1692	0.0532567514
1693	0.05320423745
1694	0.05316136334
1695	0.05312543817
1696	0.0530612327
1697	0.05303160693
1698	0.05298405209
1699	0.05293526521
1700	0.05286975036
1701	0.05284145974
1702	0.05279896195
1703	0.05275803643
1704	0.05268968118
1705	0.05264415225
1706	0.05260992308
1707	0.05255079527
1708	0.05248030585
1709	0.05245418549
1710	0.05240830602
1711	0.05236008618
1712	0.0523019172
1713	0.05224373276
1714	0.05219292512
1715	0.05216333544
1716	0.05209851136
1717	0.05205466812
1718	0.05201680467
1719	0.05198353948
1720	0.05195655823
1721	0.05190641558
1722	0.05187471751
1723	0.05181741972
1724	0.05178109246
1725	0.0517470334
1726	0.05170985557
1727	0.05165151132
1728	0.05162426201
1729	0.05159918295
1730	0.05155665939
1731	0.05151788351
1732	0.0514889846
1733	0.05146042592
1734	0.05143594484
1735	0.05140894297
1736	0.05134585613
1737	0.05129986325
1738	0.05125855111
1739	0.05121916178
1740	0.05118254584
1741	0.05114694028
1742	0.05111173166
1743	0.05107804376
1744	0.05103610786
1745	0.05099377503
1746	0.05095271033
1747	0.05092660543
1748	0.05087616895
1749	0.05083482072
1750	0.0507996121
1751	0.05075787209
1752	0.05071148744
1753	0.05066817516
1754	0.0506240123
1755	0.05058093715
1756	0.05054933703
1757	0.05051982983
1758	0.05049776129
1759	0.05046493943
1760	0.05042868949
1761	0.05039717185
1762	0.05035971049
1763	0.05032816706
1764	0.05029547408
1765	0.05025130607
1766	0.05020559156
1767	0.05017750199
1768	0.0501476494
1769	0.05011888968
1770	0.05007641767
1771	0.05004039455
1772	0.05000604681
1773	0.04997566842
1774	0.04993435628
1775	0.04989481746
1776	0.04985630963
1777	0.04983018411
1778	0.0498105178
1779	0.04977378845
1780	0.04974051295
1781	0.04971586691
1782	0.04968935992
1783	0.04963936161
1784	0.04960427155
1785	0.04955988188
1786	0.04949671771
1787	0.04947301504
1788	0.04943571864
1789	0.04939621075
1790	0.04936930682
1791	0.04933737677
1792	0.04931737023
1793	0.04928988379
1794	0.04925466486
1795	0.04920599654
1796	0.04917120031
1797	0.04912271242
1798	0.0490781217
1799	0.0490341135
1800	0.04899138373
1801	0.04894931896
1802	0.04889873814
1803	0.04885926118
1804	0.04881004643
1805	0.04876736821
1806	0.04870875591
1807	0.04866010305
1808	0.04861914145
1809	0.04859883592
1810	0.04856268393
1811	0.04850801519
1812	0.04849031294
1813	0.04847227045
1814	0.04843389666
1815	0.04838651193
1816	0.04835033417
1817	0.04829895432
1818	0.04825913713
1819	0.04822213456
1820	0.04816608944
1821	0.04811433328
1822	0.04807745959
1823	0.048048937
1824	0.04801813074
1825	0.04797437513
1826	0.04794328019
1827	0.04789748321
1828	0.0478742651
1829	0.04784024728
1830	0.04779661024
1831	0.04775651983
1832	0.04772132667
1833	0.04768851512
1834	0.04766502896
1835	0.04762271675
1836	0.04759977702
1837	0.04756510967
1838	0.04753915941
1839	0.0474939037
1840	0.04745655575
1841	0.0474292652
1842	0.04737866376
1843	0.04734729045
1844	0.04732746949
1845	0.04727878055
1846	0.04723478781
1847	0.04718713503
1848	0.04713207967
1849	0.0470938399
1850	0.04704803261
1851	0.04702043276
1852	0.04698452821
1853	0.04696814047
1854	0.04691707508
1855	0.04689755311
1856	0.0468483332
1857	0.04681400093
1858	0.0467854938
1859	0.04674729012
1860	0.04669881254
1861	0.0466712797
1862	0.04663783924
1863	0.04658756256
1864	0.04654247181
1865	0.0465082581
1866	0.04646618817
1867	0.04642267485
1868	0.04638738374
1869	0.04633709676
1870	0.04630116643
1871	0.04625796756
1872	0.04622633135
1873	0.04620180903
1874	0.04616803865
1875	0.04614851153
1876	0.04613190728
1877	0.04609959577
1878	0.04607743444
1879	0.04603821522
1880	0.04600468197
1881	0.04597021051
1882	0.04592757354
1883	0.04588666349
1884	0.04583810342
1885	0.04580199267
1886	0.04575851544
1887	0.04572575543
1888	0.04569311915
1889	0.04566628224
1890	0.04564404359
1891	0.04562597533
1892	0.04559188018
1893	0.0455673991
1894	0.04553018518
1895	0.04548277984
1896	0.04543000814
1897	0.0453984441
1898	0.04536786982
1899	0.04533789867
1900	0.04530254055
1901	0.04527649235
1902	0.04524853681
1903	0.04521067851
1904	0.04517954234
1905	0.04515159195
1906	0.04511172836
1907	0.04507187508
1908	0.04503322808
1909	0.04500362809
1910	0.04496371295
1911	0.044917385
1912	0.04486627836
1913	0.04484265817
1914	0.04480479472
1915	0.04478474179
1916	0.04475372933
1917	0.04471315951
1918	0.04468516788
1919	0.04466339318
1920	0.04463738106
1921	0.04461691573
1922	0.04459781647
1923	0.04456902581
1924	0.04454340548
1925	0.04451609431
1926	0.04447865873
1927	0.04443387212
1928	0.04439535914
1929	0.04434532475
1930	0.04432488519
1931	0.04429717193
1932	0.04426140141
1933	0.04422313587
1934	0.0441856642
1935	0.04415810044
1936	0.04414149619
1937	0.04410674636
1938	0.04407467713
1939	0.04404487094
1940	0.04400539398
1941	0.04397082973
1942	0.04393585824
1943	0.04389709782
1944	0.0438716476
1945	0.04384380547
1946	0.04381065369
1947	0.04378077533
1948	0.04374962369
1949	0.04371396658
1950	0.04367684545
1951	0.04364096667
1952	0.0436161299
1953	0.04357897784
1954	0.04355433181
1955	0.04353949057
1956	0.04351097829
1957	0.04347700686
1958	0.04344623669
1959	0.04340975478
1960	0.04337148409
1961	0.04333460524
1962	0.04330126273
1963	0.04326247653
1964	0.04322574461
1965	0.04319704417
1966	0.04316228145
1967	0.04312876109
1968	0.0430890006
1969	0.04307486044
1970	0.04305016028
1971	0.04304354642
1972	0.04302690867
1973	0.04298789308
1974	0.04296329344
1975	0.04294134346
1976	0.04290985674
1977	0.04287223558
1978	0.04284513577
1979	0.04281322376
1980	0.04278185819
1981	0.0427601273
1982	0.04272208085
1983	0.04270174181
1984	0.04268041817
1985	0.04264328158
1986	0.04262029029
1987	0.04260271691
1988	0.04257729505
1989	0.04255377022
1990	0.04252592551
1991	0.04249404701
1992	0.04245804452
1993	0.04243756887
1994	0.04239841925
1995	0.04236920073
1996	0.04233538138
1997	0.04230077589
1998	0.04226170359
1999	0.04221822378
