iter	MultiClass
387	0.2073604481
388	0.2069162317
389	0.2066135303
390	0.2063504812
391	0.2058520549
392	0.2055699735
393	0.2053811975
394	0.2051895554
395	0.2049793759
396	0.2047781661
397	0.2044767638
398	0.2042658007
399	0.2039140856
400	0.2037443419
401	0.2035503697
402	0.203314642
403	0.2030930184
404	0.2026556891
405	0.2023564107
406	0.202086062
407	0.2018190539
408	0.2015207239
409	0.2011870307
410	0.2007294938
411	0.2004081107
412	0.200132937
413	0.1998083579
414	0.1996465116
415	0.199379689
416	0.1989921157
417	0.1987380981
418	0.1984420776
419	0.1981337676
420	0.1978816471
421	0.1976601472
422	0.1974256361
423	0.1972331485
424	0.1968864853
425	0.1966602841
426	0.196293702
427	0.1960121361
428	0.1957964098
429	0.1956588333
430	0.1954642012
431	0.1951697066
432	0.1950748959
433	0.1948060319
434	0.1942952543
435	0.1941453264
436	0.1940308648
437	0.1937674445
438	0.1934698775
439	0.1933286925
440	0.1928803315
441	0.1928197294
442	0.1923657598
443	0.1921457445
444	0.1919945382
445	0.1917847504
446	0.1915118862
447	0.191247806
448	0.1909891902
449	0.1906608788
450	0.1903295362
451	0.1901761648
452	0.1899738415
453	0.189724319
454	0.1893975129
455	0.1891817866
456	0.1888640533
457	0.1886733184
458	0.1884523546
459	0.1882646922
460	0.1878971409
461	0.1877388825
462	0.1875449928
463	0.1873527527
464	0.1872496115
465	0.1871647603
466	0.1867993329
467	0.1864456383
468	0.1863142065
469	0.186093882
470	0.1859151479
471	0.1857411565
472	0.1854806024
473	0.1852638657
474	0.1851256087
475	0.1849601952
476	0.1845969329
477	0.1842973039
478	0.1840916608
479	0.1837388322
480	0.1835745528
481	0.183533086
482	0.1833486402
483	0.1831256145
484	0.1830062248
485	0.1827905603
486	0.1826396633
487	0.1824167612
488	0.182086326
489	0.1818360612
490	0.1816250775
491	0.1813988351
492	0.1809665371
493	0.1808495805
494	0.1805213722
495	0.1802363421
496	0.1800488652
497	0.1799172273
498	0.1797744132
499	0.1795073844
500	0.1793552089
501	0.1791530712
502	0.1788007788
503	0.1784610027
504	0.1780735531
505	0.1779461422
506	0.1777647482
507	0.1775361757
508	0.1772850449
509	0.1771656552
510	0.1770908253
511	0.1767378524
512	0.1764678955
513	0.1762543137
514	0.1760133692
515	0.1756913469
516	0.1754769815
517	0.1751166473
518	0.1749301807
519	0.1746861844
520	0.1745804864
521	0.174237741
522	0.1740671106
523	0.1739486901
524	0.1737213135
525	0.1734555219
526	0.1731618108
527	0.1728673574
528	0.1725492117
529	0.172352662
530	0.1720955514
531	0.171901074
532	0.1717435476
533	0.1713968432
534	0.1712700406
535	0.1711280926
536	0.1709739066
537	0.1707089708
538	0.1704281472
539	0.1702639502
540	0.1700873298
541	0.1699804976
542	0.1697904741
543	0.1695454572
544	0.169389735
545	0.1690071518
546	0.1688705754
547	0.1686267647
548	0.1684812082
549	0.1682474807
550	0.1679807818
551	0.1676467071
552	0.1674848711
553	0.1672528344
554	0.1670213957
555	0.166768306
556	0.1665411666
557	0.1662051845
558	0.1660680719
559	0.1658341279
560	0.1656683844
561	0.1654774021
562	0.1653198242
563	0.1650672603
564	0.1648009635
565	0.1646812439
566	0.164549142
567	0.1643259203
568	0.1641666722
569	0.1638556712
570	0.1636750092
571	0.1635199779
572	0.1632509902
573	0.1630643999
574	0.1628045159
575	0.1625888412
576	0.1623824145
577	0.1621624199
578	0.1620038213
579	0.1617900436
580	0.1616039173
581	0.1613749942
582	0.1611983634
583	0.1608903627
584	0.1606604086
585	0.160566897
586	0.1603504903
587	0.1601507857
588	0.1599985277
589	0.1598569509
590	0.1596833616
591	0.1594557376
592	0.1591259518
593	0.1588166417
594	0.1586542697
595	0.1583842716
596	0.1582372201
597	0.1581077369
598	0.1578186757
599	0.1576568604
600	0.1574511863
601	0.1573368485
602	0.1570975948
603	0.1570025367
604	0.1567584888
605	0.1566175409
606	0.1564308888
607	0.1562223589
608	0.1560874733
609	0.1558268985
610	0.155578572
611	0.1551541715
612	0.1549441466
613	0.1548074877
614	0.1546870773
615	0.154470784
616	0.1543443628
617	0.1542349738
618	0.1540825715
619	0.1539235811
620	0.153794799
621	0.1536934002
622	0.1535050573
623	0.1533917607
624	0.1532871246
625	0.1531723332
626	0.153027983
627	0.1526998675
628	0.1525614455
629	0.1523789689
630	0.1522246799
631	0.1519769617
632	0.1516625069
633	0.1514988152
634	0.1513597231
635	0.1512198268
636	0.1510048944
637	0.1508278924
638	0.1506574785
639	0.1504798167
640	0.1502051379
641	0.1498887655
642	0.1497028866
643	0.1495057802
644	0.1494094127
645	0.1490884317
646	0.1488815101
647	0.1487894213
648	0.1486140999
649	0.148380527
650	0.1482154434
651	0.1479133503
652	0.1476311967
653	0.1474611128
654	0.1471623807
655	0.1469724501
656	0.1467923345
657	0.1466819866
658	0.1464560638
659	0.1462729892
660	0.1461064519
661	0.1460156415
662	0.1458016988
663	0.1456280064
664	0.1454169402
665	0.1451817177
666	0.144961022
667	0.1448677372
668	0.1445729024
669	0.1443155856
670	0.1442368791
671	0.1440928382
672	0.1439156713
673	0.1436982954
674	0.1435669358
675	0.143482332
676	0.143317104
677	0.1431068111
678	0.1429338507
679	0.142759684
680	0.1426282728
681	0.1424799842
682	0.1423765956
683	0.1421802108
684	0.1420288705
685	0.1419574841
686	0.1418451155
687	0.1416063051
688	0.1415147111
689	0.1414125494
690	0.1413330284
691	0.1411932146
692	0.1409754882
693	0.1408537684
694	0.1407357293
695	0.1405920493
696	0.1404577822
697	0.1403336087
698	0.1401350692
699	0.1400158547
700	0.1398603388
701	0.1397069261
702	0.1395879385
703	0.1394254014
704	0.139356108
705	0.1392309034
706	0.1390111459
707	0.1387985333
708	0.1386097573
709	0.1384475089
710	0.138172294
711	0.1379360818
712	0.1378125577
713	0.1377508009
714	0.1375691594
715	0.1374809162
716	0.1373795174
717	0.1371725753
718	0.1370726405
719	0.1369543643
720	0.1368404492
721	0.1367169767
722	0.1364850843
723	0.1364170178
724	0.1362276747
725	0.1361163887
726	0.1359718735
727	0.1358158421
728	0.1356330665
729	0.1355450089
730	0.1353701514
731	0.135235472
732	0.1351079786
733	0.1350396749
734	0.134953669
735	0.1348250106
736	0.1346878258
737	0.134485286
738	0.1344003213
739	0.1343069334
740	0.1341540259
741	0.1339473621
742	0.1338386123
743	0.1336722194
744	0.1334956195
745	0.1332968325
746	0.1330576201
747	0.1329433029
748	0.1327709095
749	0.1326083518
750	0.1324711671
751	0.1323876149
752	0.1322779269
753	0.1320736034
754	0.131960709
755	0.1318126472
756	0.1317447456
757	0.1315961065
758	0.1315342362
759	0.1313694516
760	0.1312381229
761	0.1310561
762	0.1308814899
763	0.130723778
764	0.1305255684
765	0.1303929716
766	0.1302460645
767	0.1301103231
768	0.1300399368
769	0.1299504564
770	0.1297991263
771	0.1296412081
772	0.1295403455
773	0.1294271211
774	0.1293226706
775	0.1292096422
776	0.128983678
777	0.1287358774
778	0.1286297979
779	0.1284777461
780	0.1283153534
781	0.1281332995
782	0.1280696766
783	0.1279046651
784	0.1277927296
785	0.1276300894
786	0.1274942347
787	0.1273432036
788	0.1271157754
789	0.1269564757
790	0.1268551285
791	0.1266401755
792	0.126541612
793	0.1263631666
794	0.1261632765
795	0.1260963337
796	0.1259072278
797	0.1257706616
798	0.1256890374
799	0.1255431304
800	0.1253996875
801	0.1252715446
802	0.1250654581
803	0.1249510069
804	0.1247798713
805	0.1246653995
806	0.1245544949
807	0.1244543436
808	0.1242981679
809	0.1241988311
810	0.1240261181
811	0.1239251936
812	0.1237851942
813	0.123685177
814	0.1235434249
815	0.1233938681
816	0.1232476518
817	0.1231300663
818	0.1230010471
819	0.1228295404
820	0.1225886371
821	0.1224689277
822	0.1223552395
823	0.1221634427
824	0.1219760482
825	0.1218107687
826	0.1216298284
827	0.1215166247
828	0.1213429219
829	0.1212529775
830	0.1211189992
831	0.1209637822
832	0.1207497983
833	0.1205601254
834	0.1204062281
835	0.1203512553
836	0.1202228443
837	0.1201673353
838	0.1200434711
839	0.1198852333
840	0.1197003648
841	0.1195899242
842	0.1194619256
843	0.1193281225
844	0.1191726788
845	0.1190783836
846	0.1189959036
847	0.1188173346
848	0.1187487009
849	0.1186128462
850	0.1185094473
851	0.1184086052
852	0.118296082
853	0.1182361912
854	0.1181146879
855	0.1179821633
856	0.1178215955
857	0.1177166294
858	0.1175777435
859	0.1174937068
860	0.1173842456
861	0.1171376409
862	0.1169629896
863	0.1169128624
864	0.1168310011
865	0.1167294064
866	0.1165907473
867	0.1164585835
868	0.1163778975
869	0.1162411252
870	0.1160922592
871	0.1159803751
872	0.1158723161
873	0.1157915579
874	0.1156460221
875	0.1155436232
876	0.1154467815
877	0.1153481664
878	0.1152886159
879	0.1152360246
880	0.1150955819
881	0.1150319795
882	0.1149234359
883	0.1147635898
884	0.1146314569
885	0.11453278
886	0.1144311956
887	0.1142804739
888	0.1140612009
889	0.1138281436
890	0.1136601525
891	0.1135832606
892	0.1134694589
893	0.113373112
894	0.1132705895
895	0.113145354
896	0.1130051793
897	0.1128992029
898	0.1128097328
899	0.1126296069
900	0.1125164444
901	0.1124476355
902	0.1123025121
903	0.1121555225
904	0.1120390299
905	0.1119516115
906	0.111832397
907	0.1117354625
908	0.1116927688
909	0.1114936416
910	0.1113223823
911	0.1112140759
912	0.1110694473
913	0.1109360875
914	0.1107799839
915	0.1107261039
916	0.1105995178
917	0.1104458989
918	0.1102617831
919	0.110156817
920	0.1100171888
921	0.1099000158
922	0.1098131128
923	0.1096885578
924	0.109546548
925	0.1094063218
926	0.1092607962
927	0.1091290654
928	0.109026347
929	0.1089412999
930	0.1088223638
931	0.1087292542
932	0.1086749206
933	0.1085023107
934	0.1083727244
935	0.1082563761
936	0.1081559155
937	0.1080717448
938	0.1080153594
939	0.1079544274
940	0.1077695486
941	0.1076840375
942	0.1075503581
943	0.1074398866
944	0.1073201772
945	0.1071713525
946	0.1070391371
947	0.1069184484
948	0.1068022444
949	0.106651801
950	0.1065761669
951	0.1064045055
952	0.106280497
953	0.1061112275
954	0.1060082719
955	0.1059327512
956	0.1057841636
957	0.105686662
958	0.1056086154
959	0.1054577905
960	0.1053896311
961	0.1052209596
962	0.1051027143
963	0.1049589002
964	0.1047664024
965	0.1046669109
966	0.1046016384
967	0.1045117146
968	0.1043916135
969	0.104232953
970	0.1041238733
971	0.1040483114
972	0.1039711926
973	0.1039163847
974	0.1038172541
975	0.1037521259
976	0.1037015142
977	0.1035983215
978	0.1035453487
979	0.1034148345
980	0.1032914755
981	0.1032107894
982	0.1030911626
983	0.1029046961
984	0.1027834815
985	0.1026874336
986	0.1026112634
987	0.1025408667
988	0.1024157137
989	0.102284251
990	0.102238186
991	0.102134385
992	0.1020199234
993	0.1019178958
994	0.1018303021
995	0.1017835153
996	0.1017233359
997	0.1016344431
998	0.1015849964
999	0.1015317762
1000	0.1013858073
1001	0.1013190192
1002	0.1012073723
1003	0.1011141597
1004	0.1010678369
1005	0.1009725416
1006	0.1008615958
1007	0.1007925188
1008	0.1006868105
1009	0.1005644309
1010	0.1004510519
1011	0.1003947284
1012	0.1002881231
1013	0.1001741976
1014	0.1000925219
1015	0.09997831809
1016	0.09982964799
1017	0.09972056827
1018	0.09956483583
1019	0.09940249469
1020	0.09927192894
1021	0.09912308358
1022	0.09900897258
1023	0.09889266555
1024	0.09876287306
1025	0.09864982399
1026	0.09855425036
1027	0.09848375063
1028	0.09839881691
1029	0.09829294359
1030	0.09822905257
1031	0.09807877412
1032	0.09800927446
1033	0.09793955829
1034	0.09787016173
1035	0.09778890867
1036	0.09767183871
1037	0.09760919519
1038	0.09753278784
1039	0.09746101998
1040	0.09737062196
1041	0.09724988164
1042	0.09716502009
1043	0.09707372511
1044	0.09693425153
1045	0.0968504416
1046	0.09673211381
1047	0.09656724672
1048	0.09650884061
1049	0.0963701609
1050	0.09623810021
1051	0.0961716523
1052	0.09609018274
1053	0.09604569512
1054	0.09594572944
1055	0.09581147271
1056	0.09570340337
1057	0.09558118872
1058	0.09545789152
1059	0.09534170821
1060	0.09524105175
1061	0.09514120978
1062	0.0950416668
1063	0.09492421537
1064	0.09485558175
1065	0.09475125493
1066	0.09463342203
1067	0.09449568053
1068	0.09440006565
1069	0.09431737951
1070	0.09424108557
1071	0.0941258714
1072	0.09404339146
1073	0.09394412685
1074	0.0938318201
1075	0.09372362704
1076	0.09359842249
1077	0.09350046725
1078	0.09344331896
1079	0.09331739271
1080	0.09321206583
1081	0.09316330987
1082	0.09304917825
1083	0.09293571678
1084	0.09283213229
1085	0.09276365332
1086	0.09263596406
1087	0.09257783632
1088	0.09253394668
1089	0.09243788848
1090	0.0923521712
1091	0.09224246257
1092	0.09218921146
1093	0.09212044381
1094	0.0920417167
1095	0.0919248117
1096	0.09179908134
1097	0.09172131306
1098	0.09165180309
1099	0.09154230066
1100	0.09146965645
1101	0.09136998976
1102	0.09130482029
1103	0.09117787335
1104	0.09106713372
1105	0.09098759213
1106	0.09088916263
1107	0.09072717203
1108	0.09064658912
1109	0.09056710939
1110	0.09045164778
1111	0.09034609408
1112	0.09027381072
1113	0.090197125
1114	0.0900794055
1115	0.09002433983
1116	0.08993938549
1117	0.08986884452
1118	0.08974079441
1119	0.08967141847
1120	0.08958056682
1121	0.08944682559
1122	0.08933291049
1123	0.08917299219
1124	0.08902966267
1125	0.08896866876
1126	0.08884548497
1127	0.08874083854
1128	0.08867069966
1129	0.08850696667
1130	0.08843767321
1131	0.08830393198
1132	0.08823909244
1133	0.08818844976
1134	0.08809334007
1135	0.08803662481
1136	0.08795237155
1137	0.08781071225
1138	0.08769138439
1139	0.08757441753
1140	0.08751078425
1141	0.08742354109
1142	0.08735051542
1143	0.08724740518
1144	0.087211413
1145	0.08709295118
1146	0.08700084171
1147	0.08689874185
1148	0.08684541857
1149	0.0867733311
1150	0.08668384037
1151	0.08658996788
1152	0.08647600122
1153	0.08636979284
1154	0.08625414565
1155	0.08614239048
1156	0.08600729865
1157	0.08590908566
1158	0.08581552248
1159	0.08569685962
1160	0.0855786504
1161	0.08549277847
1162	0.08539431804
1163	0.08526514414
1164	0.08521837802
1165	0.08510354532
1166	0.08502532856
1167	0.08487448821
1168	0.0847643878
1169	0.08468030466
1170	0.08458679818
1171	0.08449974576
1172	0.08440671869
1173	0.08435474086
1174	0.08426456451
1175	0.084173651
1176	0.08408706253
1177	0.0839695183
1178	0.08390650363
1179	0.08385015952
1180	0.08376682385
1181	0.08371878959
1182	0.08364411431
1183	0.08355971671
1184	0.08341106724
1185	0.08333663425
1186	0.08323618399
1187	0.08311998522
1188	0.08308697778
1189	0.08300675573
1190	0.08295913902
1191	0.08291680104
1192	0.08283615112
1193	0.08272641672
1194	0.0826579429
1195	0.08259932028
1196	0.08247103304
1197	0.08233879192
1198	0.08222959879
1199	0.0821712597
1200	0.08208392375
1201	0.08193284112
1202	0.08184246888
1203	0.08175207087
1204	0.08165835819
1205	0.08156093907
1206	0.08146442723
1207	0.08134473337
1208	0.08125361881
1209	0.08113794069
1210	0.08106737395
1211	0.08097222302
1212	0.08090821343
1213	0.08079880895
1214	0.08071637025
1215	0.08063895767
1216	0.08059243898
1217	0.08054514705
1218	0.08042911323
1219	0.08035629376
1220	0.08030864612
1221	0.08026861242
1222	0.0802180883
1223	0.08010037912
1224	0.08002907006
1225	0.07996675646
1226	0.07990705645
1227	0.07983325237
1228	0.0797375911
1229	0.07969563458
1230	0.07964239894
1231	0.07960015374
1232	0.07952078226
1233	0.07944202939
1234	0.0793516056
1235	0.07930019482
1236	0.07922374107
1237	0.07914870494
1238	0.0790509559
1239	0.07898230166
1240	0.07890444575
1241	0.07879572172
1242	0.07872998521
1243	0.07868228603
1244	0.07858354208
1245	0.07844812548
1246	0.07833029257
1247	0.07824803945
1248	0.07820260847
1249	0.07815319783
1250	0.07807787818
1251	0.07801000234
1252	0.0779516117
1253	0.07788836505
1254	0.07780872036
1255	0.07769231539
1256	0.07763039357
1257	0.07759637575
1258	0.07751375147
1259	0.07742724548
1260	0.07732503736
1261	0.07724369152
1262	0.07713510668
1263	0.07703857937
1264	0.07699056574
1265	0.07690678158
1266	0.07684019965
1267	0.07677399919
1268	0.0766728994
1269	0.07660094081
1270	0.07654891658
1271	0.07643767692
1272	0.07634167542
1273	0.07623803938
1274	0.07617942191
1275	0.07604926341
1276	0.07598988301
1277	0.0759253837
1278	0.07589628374
1279	0.0757976532
1280	0.07573512309
1281	0.07566667505
1282	0.07562864149
1283	0.07557739052
1284	0.07550382356
1285	0.07545182512
1286	0.07536698419
1287	0.07530064969
1288	0.07520379762
1289	0.0750937333
1290	0.07503591486
1291	0.07496701833
1292	0.07493483054
1293	0.07483939094
1294	0.07476049887
1295	0.07467555484
1296	0.07461600948
1297	0.07454428286
1298	0.07449218131
1299	0.0744310843
1300	0.07436094542
1301	0.07431417414
1302	0.07427744994
1303	0.07421463631
1304	0.07411137143
1305	0.07404042321
1306	0.07394354021
1307	0.07386602453
1308	0.07378952439
1309	0.07370340502
1310	0.07367006766
1311	0.07359615532
1312	0.0735272588
1313	0.07342999948
1314	0.07334392135
1315	0.07327469491
1316	0.07319091591
1317	0.07313539144
1318	0.07308983158
1319	0.07299351048
1320	0.07294732687
1321	0.07288862692
1322	0.07282682367
1323	0.07273611636
1324	0.07266726623
1325	0.07261217478
1326	0.07252692145
1327	0.07242373389
1328	0.07236907547
1329	0.07228739455
1330	0.07223906646
1331	0.07213362616
1332	0.07207145691
1333	0.07197445019
1334	0.07192897281
1335	0.07187696921
1336	0.07184350297
1337	0.07179537593
1338	0.07171416412
1339	0.0716484276
1340	0.07162723541
1341	0.07158676869
1342	0.07150574761
1343	0.07143281473
1344	0.07137843467
1345	0.07134841713
1346	0.07129100078
1347	0.07123877036
1348	0.07118157052
1349	0.07110281248
1350	0.07104620547
1351	0.07096478746
1352	0.07085868732
1353	0.07078183664
1354	0.07071034199
1355	0.07068497941
1356	0.07064810572
1357	0.07056298643
1358	0.07050928167
1359	0.07043017826
1360	0.07036564286
1361	0.07031958296
1362	0.07023239136
1363	0.07016596408
1364	0.0701222394
1365	0.07004255346
1366	0.06999016839
1367	0.06992190593
1368	0.06984470471
1369	0.06978904106
1370	0.06970541155
1371	0.06964455682
1372	0.06953488427
1373	0.0694505176
1374	0.06943608877
1375	0.06937047598
1376	0.06930227537
1377	0.06922967756
1378	0.06914970295
1379	0.06907045004
1380	0.06902842135
1381	0.06896798417
1382	0.06890705212
1383	0.06882049457
1384	0.06874732971
1385	0.06870197605
1386	0.06864438444
1387	0.06859597902
1388	0.06853528925
1389	0.06849772479
1390	0.06845686629
1391	0.06838823782
1392	0.06831179954
1393	0.06825759475
1394	0.06819039422
1395	0.06813075607
1396	0.06805333318
1397	0.0679532747
1398	0.06790966859
1399	0.06786211375
1400	0.06782912693
1401	0.06777731921
1402	0.06770611325
1403	0.06763275765
1404	0.06759339925
1405	0.06751505362
1406	0.06746331292
1407	0.06740476247
1408	0.06734511917
1409	0.06728169209
1410	0.06722339939
1411	0.06713280549
1412	0.0670941224
1413	0.06703403576
1414	0.06698350649
1415	0.06692296621
1416	0.06683984705
1417	0.06680104539
1418	0.06674992845
1419	0.06673306646
1420	0.06666555662
1421	0.06662356402
1422	0.06657014795
1423	0.06652848527
1424	0.06646833162
1425	0.06640927598
1426	0.06635179777
1427	0.06628299919
1428	0.06620292664
1429	0.06611785373
1430	0.06606751004
1431	0.0660242957
1432	0.06596943623
1433	0.06591416436
1434	0.06583464854
1435	0.06575936498
1436	0.06572568739
1437	0.06567450343
1438	0.06559918893
1439	0.06555039689
1440	0.0655151161
1441	0.06548289737
1442	0.06542579032
1443	0.06540544871
1444	0.06537799835
1445	0.06533909875
1446	0.06527136725
1447	0.0651998623
1448	0.0651492557
1449	0.0650964273
1450	0.06504006772
1451	0.06500603959
1452	0.06495722693
1453	0.06490148596
1454	0.06484116735
1455	0.06472915443
1456	0.06468584731
1457	0.0646269721
1458	0.06455762193
1459	0.06448297758
1460	0.06444052619
1461	0.06441955566
1462	0.0643736762
1463	0.06434424117
1464	0.06428976317
1465	0.06421286609
1466	0.06416784235
1467	0.06410719897
1468	0.0640293276
1469	0.06397753535
1470	0.06394748172
1471	0.06390305081
1472	0.06385063996
1473	0.06380421407
1474	0.06375131349
1475	0.06370883632
1476	0.06362476349
1477	0.06354092263
1478	0.06345402486
1479	0.06339724257
1480	0.06333466607
1481	0.06322653487
1482	0.06316825764
1483	0.06312109457
1484	0.06308893255
1485	0.06304716162
1486	0.06300317403
1487	0.06294648969
1488	0.06290380633
1489	0.06283463659
1490	0.06281059884
1491	0.06273466059
1492	0.06268306938
1493	0.06264360789
1494	0.06256014334
1495	0.06249165406
1496	0.0624437126
1497	0.06239927137
1498	0.06237353763
1499	0.06232499303
1500	0.06226291141
1501	0.06220139168
1502	0.06215574935
1503	0.0620828577
1504	0.06204188063
1505	0.06201996159
