iter	Passed	Remaining
1665	26200	5252
1666	26216	5236
1667	26236	5222
1668	26252	5206
1669	26266	5190
1670	26283	5175
1671	26301	5159
1672	26315	5143
1673	26331	5127
1674	26345	5111
1675	26360	5096
1676	26374	5079
1677	26389	5064
1678	26405	5048
1679	26423	5033
1680	26437	5016
1681	26451	5000
1682	26469	4985
1683	26486	4970
1684	26499	4953
1685	26515	4938
1686	26532	4922
1687	26545	4906
1688	26562	4890
1689	26579	4875
1690	26595	4859
1691	26612	4844
1692	26626	4828
1693	26642	4812
1694	26658	4796
1695	26674	4781
1696	26690	4765
1697	26705	4749
1698	26721	4734
1699	26738	4718
1700	26755	4703
1701	26771	4687
1702	26786	4671
1703	26803	4655
1704	26822	4640
1705	26840	4625
1706	26854	4609
1707	26872	4594
1708	26891	4578
1709	26905	4562
1710	26921	4547
1711	26937	4531
1712	26953	4515
1713	26969	4500
1714	26986	4484
1715	27002	4468
1716	27021	4453
1717	27037	4438
1718	27052	4422
1719	27068	4406
1720	27084	4390
1721	27101	4375
1722	27116	4359
1723	27133	4343
1724	27148	4328
1725	27162	4312
1726	27179	4296
1727	27198	4281
1728	27214	4265
1729	27229	4249
1730	27244	4233
1731	27261	4218
1732	27276	4202
1733	27291	4186
1734	27306	4170
1735	27323	4155
1736	27342	4139
1737	27358	4124
1738	27373	4108
1739	27388	4092
1740	27403	4076
1741	27419	4060
1742	27434	4045
1743	27448	4029
1744	27465	4013
1745	27481	3997
1746	27497	3982
1747	27511	3966
1748	27527	3950
1749	27542	3934
1750	27557	3918
1751	27574	3903
1752	27590	3887
1753	27606	3871
1754	27622	3856
1755	27637	3840
1756	27652	3824
1757	27666	3808
1758	27680	3792
1759	27696	3776
1760	27712	3761
1761	27726	3745
1762	27742	3729
1763	27756	3713
1764	27771	3697
1765	27785	3681
1766	27804	3666
1767	27819	3650
1768	27833	3634
1769	27848	3618
1770	27861	3602
1771	27879	3587
1772	27894	3571
1773	27909	3555
1774	27924	3539
1775	27939	3523
1776	27954	3508
1777	27970	3492
1778	27985	3476
1779	28000	3460
1780	28015	3444
1781	28030	3429
1782	28043	3413
1783	28060	3397
1784	28076	3381
1785	28091	3365
1786	28106	3350
1787	28119	3334
1788	28134	3318
1789	28150	3302
1790	28165	3286
1791	28180	3270
1792	28195	3255
1793	28208	3239
1794	28225	3223
1795	28244	3208
1796	28259	3192
1797	28276	3176
1798	28292	3161
1799	28310	3145
1800	28328	3130
1801	28344	3114
1802	28361	3098
1803	28376	3083
1804	28395	3067
1805	28411	3052
1806	28427	3036
1807	28442	3020
1808	28459	3004
1809	28474	2989
1810	28493	2973
1811	28511	2958
1812	28524	2942
1813	28538	2926
1814	28555	2910
1815	28574	2895
1816	28589	2879
1817	28605	2863
1818	28622	2848
1819	28639	2832
1820	28657	2816
1821	28676	2801
1822	28692	2785
1823	28708	2770
1824	28722	2754
1825	28737	2738
1826	28753	2722
1827	28771	2707
1828	28784	2691
1829	28799	2675
1830	28815	2659
1831	28833	2644
1832	28849	2628
1833	28865	2612
1834	28880	2596
1835	28895	2581
1836	28910	2565
1837	28925	2549
1838	28940	2533
1839	28956	2517
1840	28972	2502
1841	28986	2486
1842	29004	2470
1843	29018	2454
1844	29031	2438
1845	29046	2423
1846	29063	2407
1847	29080	2391
1848	29099	2376
1849	29116	2360
1850	29133	2345
1851	29147	2329
1852	29164	2313
1853	29177	2297
1854	29193	2281
1855	29207	2266
1856	29224	2250
1857	29239	2234
1858	29254	2218
1859	29270	2203
1860	29287	2187
1861	29302	2171
1862	29317	2155
1863	29334	2140
1864	29349	2124
1865	29365	2108
1866	29382	2093
1867	29398	2077
1868	29416	2061
1869	29433	2046
1870	29451	2030
1871	29468	2014
1872	29483	1999
1873	29497	1983
1874	29513	1967
1875	29527	1951
1876	29539	1935
1877	29554	1919
1878	29569	1904
1879	29583	1888
1880	29598	1872
1881	29613	1856
1882	29627	1840
1883	29644	1825
1884	29663	1809
1885	29677	1793
1886	29695	1778
1887	29710	1762
1888	29724	1746
1889	29738	1730
1890	29752	1714
1891	29766	1699
1892	29782	1683
1893	29797	1667
1894	29812	1651
1895	29830	1636
1896	29847	1620
1897	29861	1604
1898	29874	1588
1899	29892	1573
1900	29906	1557
1901	29921	1541
1902	29936	1525
1903	29952	1510
1904	29966	1494
1905	29980	1478
1906	29996	1462
1907	30013	1447
1908	30027	1431
1909	30041	1415
1910	30058	1399
1911	30075	1384
1912	30093	1368
1913	30107	1352
1914	30125	1337
1915	30140	1321
1916	30155	1305
1917	30171	1289
1918	30186	1274
1919	30201	1258
1920	30216	1242
1921	30231	1226
1922	30246	1211
1923	30260	1195
1924	30274	1179
1925	30289	1163
1926	30305	1148
1927	30323	1132
1928	30338	1116
1929	30355	1100
1930	30371	1085
1931	30384	1069
1932	30400	1053
1933	30416	1037
1934	30432	1022
1935	30446	1006
1936	30461	990
1937	30477	975
1938	30492	959
1939	30509	943
1940	30523	927
1941	30538	912
1942	30553	896
1943	30570	880
1944	30586	864
1945	30601	849
1946	30616	833
1947	30632	817
1948	30646	801
1949	30662	786
1950	30680	770
1951	30696	754
1952	30711	739
1953	30727	723
1954	30740	707
1955	30754	691
1956	30771	676
1957	30788	660
1958	30805	644
1959	30821	629
1960	30837	613
1961	30853	597
1962	30868	581
1963	30884	566
1964	30900	550
1965	30914	534
1966	30930	518
1967	30946	503
1968	30961	487
1969	30975	471
1970	30990	455
1971	31003	440
1972	31017	424
1973	31034	408
1974	31050	393
1975	31065	377
1976	31080	361
1977	31095	345
1978	31111	330
1979	31125	314
1980	31140	298
1981	31155	282
1982	31171	267
1983	31185	251
1984	31198	235
1985	31215	220
1986	31230	204
1987	31245	188
1988	31261	172
1989	31277	157
1990	31291	141
1991	31307	125
1992	31322	110
1993	31336	94
1994	31353	78
1995	31368	62
1996	31385	47
1997	31401	31
1998	31420	15
1999	31437	0
